path,filename,languages,media,date,pid,designType,activityType,groupType
childes/Eng-NA/Snow/020616,020616,"eng,nld","audio,unlinked",1979-03-04,11312/c-00017416-1,long,toyplay,TD
childes/Eng-NA/Snow/020622a,020622a,"eng,nld","audio,missing",1979-03-10,11312/c-00017418-1,long,toyplay,TD
childes/Eng-NA/Snow/020622b,020622b,"eng,nld",audio,1979-03-10,11312/c-00017419-1,long,toyplay,TD
childes/Eng-NA/Snow/020701a,020701a,eng,audio,1979-03-17,11312/c-00017420-1,long,toyplay,TD
childes/Eng-NA/Snow/020701b,020701b,eng,audio,1979-03-17,11312/c-00017421-1,long,toyplay,TD
childes/Eng-NA/Snow/020804a,020804a,eng,audio,1979-04-20,11312/c-00017422-1,long,toyplay,TD
childes/Eng-NA/Snow/020804b,020804b,eng,audio,1979-04-20,11312/c-00017423-1,long,toyplay,TD
childes/Eng-NA/Snow/020819a,020819a,eng,"audio,missing",,11312/c-00017424-1,long,toyplay,TD
childes/Eng-NA/Snow/020819b,020819b,eng,"audio,missing",1979-05-05,11312/c-00017425-1,long,toyplay,TD
childes/Eng-NA/Snow/020819c,020819c,eng,audio,1979-05-05,11312/c-00017426-1,long,toyplay,TD
childes/Eng-NA/Snow/020819d,020819d,eng,"audio,missing",1979-05-05,11312/c-00017427-1,long,toyplay,TD
childes/Eng-NA/Snow/021100c,021100c,eng,audio,,11312/a-00075755-1,long,toyplay,TD
childes/Eng-NA/Snow/030019a,030019a,eng,audio,1979-09-03,11312/c-00017428-1,long,toyplay,TD
childes/Eng-NA/Snow/030019b,030019b,eng,audio,,11312/c-00017429-1,long,toyplay,TD
childes/Eng-NA/Snow/030021a,030021a,eng,audio,1979-09-06,11312/c-00017430-1,long,toyplay,TD
childes/Eng-NA/Snow/030021b,030021b,eng,audio,1979-09-06,11312/c-00017431-1,long,toyplay,TD
childes/Eng-NA/Snow/030106a,030106a,eng,"audio,unlinked",1979-09-22,11312/c-00017432-1,long,toyplay,TD
childes/Eng-NA/Snow/030106b,030106b,eng,"audio,unlinked",1979-09-22,11312/c-00017433-1,long,toyplay,TD
childes/Eng-NA/Snow/030106c,030106c,eng,"audio,missing",1979-09-22,11312/c-00017434-1,long,toyplay,TD
childes/Eng-NA/Snow/030227a,030227a,eng,audio,1979-11-12,11312/c-00017435-1,long,toyplay,TD
childes/Eng-NA/Snow/030227b,030227b,eng,audio,1979-11-12,11312/c-00017436-1,long,toyplay,TD
childes/Eng-NA/Snow/030302,030302,eng,audio,1979-11-18,11312/c-00017437-1,long,toyplay,TD
childes/Eng-NA/Snow/030408a,030408a,eng,audio,1979-12-24,11312/c-00017438-1,long,toyplay,TD
childes/Eng-NA/Snow/030408b,030408b,eng,"audio,unlinked",1979-12-24,11312/c-00017439-1,long,toyplay,TD
childes/Eng-NA/Snow/030408c,030408c,eng,audio,1979-12-24,11312/c-00017444-1,long,toyplay,TD
childes/Eng-NA/Snow/030408d,030408d,eng,audio,,11312/a-00075756-1,long,toyplay,TD
childes/Eng-NA/Snow/030409a,030409a,eng,audio,1979-12-25,11312/c-00017440-1,long,toyplay,TD
childes/Eng-NA/Snow/030409b,030409b,eng,audio,1979-12-25,11312/c-00017441-1,long,toyplay,TD
childes/Eng-NA/Snow/030409c,030409c,eng,audio,,11312/a-00075757-1,long,toyplay,TD
childes/Eng-NA/Snow/030409d,030409d,eng,audio,,11312/a-00075758-1,long,toyplay,TD
childes/Eng-NA/Snow/030410a,030410a,eng,audio,1979-12-26,11312/c-00017442-1,long,toyplay,TD
childes/Eng-NA/Snow/030410b,030410b,eng,audio,1979-12-26,11312/c-00017443-1,long,toyplay,TD
childes/Eng-NA/Snow/030418,030418,eng,audio,1980-01-03,11312/c-00017445-1,long,toyplay,TD
childes/Eng-NA/Snow/030418a,030418a,eng,audio,,11312/a-00075759-1,long,toyplay,TD
childes/Eng-NA/Snow/030418c,030418c,eng,audio,,11312/a-00075760-1,long,toyplay,TD
childes/Eng-NA/Snow/030421a,030421a,eng,audio,1980-01-06,11312/c-00017446-1,long,toyplay,TD
childes/Eng-NA/Snow/030421b,030421b,eng,audio,1980-01-06,11312/c-00017447-1,long,toyplay,TD
childes/Eng-NA/Snow/030716,030716,eng,audio,1980-04-01,11312/c-00017448-1,long,toyplay,TD
childes/Eng-NA/Snow/030902,030902,eng,audio,1980-05-18,11312/c-00017449-1,long,toyplay,TD
childes/Eng-NA/Snow/030904,030904,eng,"audio,missing",1980-05-20,11312/c-00017450-1,long,toyplay,TD
childes/Eng-NA/Soderstrom/Joe/000530,000530,eng,audio,2003-06-18,11312/c-00017451-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/Joe/000611,000611,eng,audio,2003-07-01,11312/c-00017452-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/Joe/000703,000703,eng,audio,2003-07-22,11312/c-00017453-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/Joe/000717,000717,eng,audio,2003-08-06,11312/c-00017454-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/Joe/000801,000801,eng,audio,2003-08-20,11312/c-00017455-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/Joe/000809,000809,eng,audio,2003-08-28,11312/c-00017456-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/Joe/000817,000817,eng,audio,2003-09-06,11312/c-00017457-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/Joe/000829,000829,eng,audio,2003-09-18,11312/c-00017458-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/Joe/000901,000901,eng,audio,2003-09-20,11312/c-00017459-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/Joe/000915a,000915a,eng,audio,2003-10-04,11312/c-00017460-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/Joe/000915b,000915b,eng,audio,2003-10-05,11312/c-00017461-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/Joe/000925,000925,eng,audio,2003-10-14,11312/c-00017462-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/Joe/010021,010021,eng,audio,2004-01-10,11312/c-00017463-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/Joe/010029,010029,eng,audio,2004-01-18,11312/c-00017464-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/The/000615a,000615a,eng,audio,2003-09-09,11312/c-00017465-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/The/000615b,000615b,eng,audio,2003-09-09,11312/c-00017466-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/The/000623a,000623a,eng,audio,2003-09-17,11312/c-00017467-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/The/000623b,000623b,eng,audio,2003-09-17,11312/c-00017468-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/The/000623c,000623c,eng,audio,2003-09-17,11312/c-00017469-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/The/000629a,000629a,eng,audio,2003-09-23,11312/c-00017470-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/The/000629b,000629b,eng,audio,2003-09-29,11312/c-00017471-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/The/000629c,000629c,eng,audio,2003-09-29,11312/c-00017472-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/The/000708a,000708a,eng,audio,2003-10-02,11312/c-00017473-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/The/000708b,000708b,eng,audio,2003-10-02,11312/c-00017474-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/The/000712,000712,eng,audio,2003-10-06,11312/c-00017475-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/The/000719a,000719a,eng,audio,2003-10-13,11312/c-00017476-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/The/000719b,000719b,eng,audio,2003-10-14,11312/c-00017477-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/The/000719c,000719c,eng,audio,2003-10-14,11312/c-00017478-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/The/000719d,000719d,eng,audio,,11312/c-00017479-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/The/000726a,000726a,eng,audio,2003-10-20,11312/c-00017480-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/The/000726b,000726b,eng,audio,2003-10-20,11312/c-00017481-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/The/000726c,000726c,eng,audio,2003-10-20,11312/c-00017482-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/The/000726d,000726d,eng,audio,2003-10-20,11312/c-00017483-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/The/000726e,000726e,eng,audio,2003-10-24,11312/c-00017484-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/The/000805a,000805a,eng,audio,2003-10-29,11312/c-00017485-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/The/000805b,000805b,eng,audio,2003-10-30,11312/c-00017486-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/The/000805c,000805c,eng,audio,2003-10-30,11312/c-00017487-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/The/000809a,000809a,eng,audio,2003-11-03,11312/c-00017488-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/The/000809b,000809b,eng,audio,2003-11-05,11312/c-00017489-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/The/000818a,000818a,eng,audio,2003-11-12,11312/c-00017490-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/The/000818b,000818b,eng,audio,2003-11-12,11312/c-00017491-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/The/000823a,000823a,eng,audio,2003-11-17,11312/c-00017492-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/The/000823b,000823b,eng,audio,2003-11-19,11312/c-00017493-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/The/000823c,000823c,eng,audio,2003-11-19,11312/c-00017494-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/The/000823d,000823d,eng,audio,2003-11-21,11312/c-00017495-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/The/000900,000900,eng,audio,2003-11-24,11312/c-00017496-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/The/000909a,000909a,eng,audio,2003-12-03,11312/c-00017497-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/The/000909b,000909b,eng,audio,2003-12-03,11312/c-00017498-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/The/000915a,000915a,eng,audio,2003-12-09,11312/c-00017499-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/The/000915b,000915b,eng,audio,2003-12-11,11312/c-00017500-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/The/000915c,000915c,eng,audio,2003-12-11,11312/c-00017501-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/The/000915d,000915d,eng,audio,2003-12-12,11312/c-00017502-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/The/001011a,001011a,eng,audio,2004-01-05,11312/c-00017503-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/The/001011b,001011b,eng,audio,2004-01-06,11312/c-00017504-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/The/001011c,001011c,eng,audio,2004-01-07,11312/c-00017505-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/The/010017,010017,eng,audio,2004-03-11,11312/c-00017506-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/The/010028a,010028a,eng,audio,2004-03-22,11312/c-00017507-1,long,preverbal,TD
childes/Eng-NA/Soderstrom/The/010028b,010028b,eng,audio,2004-03-23,11312/c-00017508-1,long,preverbal,TD
childes/Eng-NA/Sprott/01Goldilocks,01Goldilocks,eng,"audio,missing",1990-09-27,11312/c-00014981-1,cross,group,TD
childes/Eng-NA/Sprott/02MarblePlay,02MarblePlay,eng,"audio,missing",1990-10-02,11312/c-00014982-1,cross,group,TD
childes/Eng-NA/Sprott/03JLUpstairs,03JLUpstairs,eng,"audio,missing",1990-10-04,11312/c-00014983-1,cross,group,TD
childes/Eng-NA/Sprott/04PlayingDollhouse,04PlayingDollhouse,eng,audio,,11312/a-00075761-1,cross,group,TD
childes/Eng-NA/Sprott/05AmyConv,05AmyConv,eng,"audio,unlinked",1990-10-11,11312/c-00014984-1,cross,group,TD
childes/Eng-NA/Sprott/06SealSquid,06SealSquid,eng,"audio,unlinked",1990-10-16,11312/c-00014985-1,cross,group,TD
childes/Eng-NA/Sprott/06SealsquidUpstairs,06SealsquidUpstairs,eng,"audio,missing",1990-10-16,11312/c-00014986-1,cross,group,TD
childes/Eng-NA/Sprott/07Camping,07Camping,eng,"audio,unlinked",1990-11-08,11312/c-00014987-1,cross,group,TD
childes/Eng-NA/Sprott/08UpstairsDownstairs,08UpstairsDownstairs,eng,"audio,unlinked",1990-11-15,11312/c-00014988-1,cross,group,TD
childes/Eng-NA/Sprott/09NeedingMarbles,09NeedingMarbles,eng,"audio,unlinked",1975-04-09,11312/c-00014989-1,cross,group,TD
childes/Eng-NA/Sprott/10BoysTown,10BoysTown,eng,"audio,unlinked",1990-11-29,11312/c-00014990-1,cross,group,TD
childes/Eng-NA/Sprott/11December,11December,eng,"audio,unlinked",1990-12-04,11312/c-00014991-1,cross,group,TD
childes/Eng-NA/Sprott/12SleepyHeads,12SleepyHeads,eng,"audio,unlinked",1990-12-07,11312/c-00014992-1,cross,group,TD
childes/Eng-NA/Sprott/13FireEngine,13FireEngine,eng,"audio,unlinked",1990-12-11,11312/c-00014993-1,cross,group,TD
childes/Eng-NA/Sprott/14StageDoor,14StageDoor,eng,"audio,unlinked",1991-01-17,11312/c-00014994-1,cross,group,TD
childes/Eng-NA/Sprott/15DollhouseTwo,15DollhouseTwo,eng,"audio,unlinked",1991-01-22,11312/c-00014995-1,cross,group,TD
childes/Eng-NA/Sprott/16MarbyMesses,16MarbyMesses,eng,"audio,unlinked",1991-01-24,11312/c-00014996-1,cross,group,TD
childes/Eng-NA/Sprott/17SqueakyMom,17SqueakyMom,eng,"audio,unlinked",1991-01-29,11312/c-00014997-1,cross,group,TD
childes/Eng-NA/Sprott/18RunAround,18RunAround,eng,"audio,missing",1991-02-07,11312/c-00014998-1,cross,group,TD
childes/Eng-NA/Sprott/19ValentinesDay,19ValentinesDay,eng,"audio,unlinked",1991-02-14,11312/c-00014999-1,cross,group,TD
childes/Eng-NA/Sprott/20CowabungaDudes,20CowabungaDudes,eng,"audio,unlinked",1991-02-26,11312/c-00015000-1,cross,group,TD
childes/Eng-NA/Sprott/21SleepingBeauty,21SleepingBeauty,eng,"audio,unlinked",1991-04-02,11312/c-00015001-1,cross,group,TD
childes/Eng-NA/Sprott/22LadyDogs,22LadyDogs,eng,"audio,unlinked",1991-04-04,11312/c-00015002-1,cross,group,TD
childes/Eng-NA/Sprott/23CareBaby,23CareBaby,eng,"audio,unlinked",1991-04-16,11312/c-00015003-1,cross,group,TD
childes/Eng-NA/Sprott/24HighwayTrucks,24HighwayTrucks,eng,"audio,unlinked",1991-04-23,11312/c-00015004-1,cross,group,TD
childes/Eng-NA/StoopsMontag/11020/New/01_Places_Stellaluna,01_Places_Stellaluna,eng,audio,,11312/a-00077988-1,cross,book,TD
childes/Eng-NA/StoopsMontag/11020/New/02_Dinosaurs,02_Dinosaurs,eng,audio,,11312/a-00077989-1,cross,book,TD
childes/Eng-NA/StoopsMontag/11020/New/03_Stellaluna,03_Stellaluna,eng,audio,,11312/a-00077990-1,cross,book,TD
childes/Eng-NA/StoopsMontag/11020/New/04_Stellaluna,04_Stellaluna,eng,audio,,11312/a-00077991-1,cross,book,TD
childes/Eng-NA/StoopsMontag/11020/New/05_Dinosaurs_Stellaluna,05_Dinosaurs_Stellaluna,eng,audio,,11312/a-00077992-1,cross,book,TD
childes/Eng-NA/StoopsMontag/11020/Owned/01_Creatures_Sea_Bitty,01_Creatures_Sea_Bitty,eng,audio,,11312/a-00077983-1,cross,book,TD
childes/Eng-NA/StoopsMontag/11020/Owned/02_Peppa_Animals_Cat,02_Peppa_Animals_Cat,eng,audio,,11312/a-00077984-1,cross,book,TD
childes/Eng-NA/StoopsMontag/11020/Owned/03_Stellaluna_Snow_Mother,03_Stellaluna_Snow_Mother,eng,audio,,11312/a-00077985-1,cross,book,TD
childes/Eng-NA/StoopsMontag/11020/Owned/04_Stellaluna_Silence,04_Stellaluna_Silence,eng,audio,,11312/a-00077986-1,cross,book,TD
childes/Eng-NA/StoopsMontag/11020/Owned/05_Dinosaurs_Circle_Stellaluna,05_Dinosaurs_Circle_Stellaluna,eng,audio,,11312/a-00077987-1,cross,book,TD
childes/Eng-NA/StoopsMontag/120519/New/01_Idea_Dinosaurs,01_Idea_Dinosaurs,eng,audio,,11312/a-00077892-1,cross,book,TD
childes/Eng-NA/StoopsMontag/120519/New/02_Idea,02_Idea,eng,audio,,11312/a-00077893-1,cross,book,TD
childes/Eng-NA/StoopsMontag/120519/Owned/01_Polar,01_Polar,eng,audio,,11312/a-00077881-1,cross,book,TD
childes/Eng-NA/StoopsMontag/120519/Owned/02_Toys_Bear,02_Toys_Bear,eng,audio,,11312/a-00077882-1,cross,book,TD
childes/Eng-NA/StoopsMontag/120519/Owned/03_Spot_Smell,03_Spot_Smell,eng,audio,,11312/a-00077883-1,cross,book,TD
childes/Eng-NA/StoopsMontag/120519/Owned/04_ArthurC,04_ArthurC,eng,audio,,11312/a-00077884-1,cross,book,TD
childes/Eng-NA/StoopsMontag/120519/Owned/04_Mermaid,04_Mermaid,eng,audio,,11312/a-00077885-1,cross,book,TD
childes/Eng-NA/StoopsMontag/120519/Owned/05_Mermaid,05_Mermaid,eng,audio,,11312/a-00077886-1,cross,book,TD
childes/Eng-NA/StoopsMontag/120519/Owned/05_Snuggle,05_Snuggle,eng,audio,,11312/a-00077887-1,cross,book,TD
childes/Eng-NA/StoopsMontag/120519/Owned/06_Two_Pooh,06_Two_Pooh,eng,audio,,11312/a-00077888-1,cross,book,TD
childes/Eng-NA/StoopsMontag/120519/Owned/07_ArthurB,07_ArthurB,eng,audio,,11312/a-00077889-1,cross,book,TD
childes/Eng-NA/StoopsMontag/120519/Owned/07_CliffordP_CliffordC,07_CliffordP_CliffordC,eng,audio,,11312/a-00077890-1,cross,book,TD
childes/Eng-NA/StoopsMontag/120519/Owned/08_Pumpkin_Berenstain_George,08_Pumpkin_Berenstain_George,eng,audio,,11312/a-00077891-1,cross,book,TD
childes/Eng-NA/StoopsMontag/121019/New/01_Idea,01_Idea,eng,audio,,11312/a-00077901-1,cross,book,TD
childes/Eng-NA/StoopsMontag/121019/New/02_Stellaluna,02_Stellaluna,eng,audio,,11312/a-00077902-1,cross,book,TD
childes/Eng-NA/StoopsMontag/121019/New/03_Dinosaurs,03_Dinosaurs,eng,audio,,11312/a-00077903-1,cross,book,TD
childes/Eng-NA/StoopsMontag/121019/New/04_Idea,04_Idea,eng,audio,,11312/a-00077904-1,cross,book,TD
childes/Eng-NA/StoopsMontag/121019/Owned/01_Boo,01_Boo,eng,audio,,11312/a-00077894-1,cross,book,TD
childes/Eng-NA/StoopsMontag/121019/Owned/02_DanNight,02_DanNight,eng,audio,,11312/a-00077895-1,cross,book,TD
childes/Eng-NA/StoopsMontag/121019/Owned/03_Pooky,03_Pooky,eng,audio,,11312/a-00077896-1,cross,book,TD
childes/Eng-NA/StoopsMontag/121019/Owned/04_Birthday,04_Birthday,eng,audio,,11312/a-00077897-1,cross,book,TD
childes/Eng-NA/StoopsMontag/121019/Owned/05_Tinyville,05_Tinyville,eng,audio,,11312/a-00077898-1,cross,book,TD
childes/Eng-NA/StoopsMontag/121019/Owned/06_Construction,06_Construction,eng,audio,,11312/a-00077899-1,cross,book,TD
childes/Eng-NA/StoopsMontag/121019/Owned/07_Trucks,07_Trucks,eng,audio,,11312/a-00077900-1,cross,book,TD
childes/Eng-NA/StoopsMontag/121219/New/01_Stellaluna,01_Stellaluna,eng,audio,,11312/a-00077909-1,cross,book,TD
childes/Eng-NA/StoopsMontag/121219/New/02_Dinosaurs,02_Dinosaurs,eng,audio,,11312/a-00077910-1,cross,book,TD
childes/Eng-NA/StoopsMontag/121219/New/03_Places,03_Places,eng,audio,,11312/a-00077911-1,cross,book,TD
childes/Eng-NA/StoopsMontag/121219/Owned/01_Stellaluna_Coo,01_Stellaluna_Coo,eng,audio,,11312/a-00077905-1,cross,book,TD
childes/Eng-NA/StoopsMontag/121219/Owned/02_Apple,02_Apple,eng,audio,,11312/a-00077906-1,cross,book,TD
childes/Eng-NA/StoopsMontag/121219/Owned/03_Electromagnets,03_Electromagnets,eng,audio,,11312/a-00077907-1,cross,book,TD
childes/Eng-NA/StoopsMontag/121219/Owned/04_Count,04_Count,eng,audio,,11312/a-00077908-1,cross,book,TD
childes/Eng-NA/StoopsMontag/1218191/New/01_Bears_Beluga_Fly_Dinosaurs_Idea_Llama,01_Bears_Beluga_Fly_Dinosaurs_Idea_Llama,eng,audio,,11312/a-00077913-1,cross,book,TD
childes/Eng-NA/StoopsMontag/1218191/Owned/01_Bears_Beluga_Fly_Dinosaurs_Idea_Llama,01_Bears_Beluga_Fly_Dinosaurs_Idea_Llama,eng,audio,,11312/a-00077912-1,cross,book,TD
childes/Eng-NA/StoopsMontag/1218192/New/01_Stellaluna,01_Stellaluna,eng,audio,,11312/a-00077917-1,cross,book,TD
childes/Eng-NA/StoopsMontag/1218192/New/02_Dinosaurs_Idea_Places,02_Dinosaurs_Idea_Places,eng,audio,,11312/a-00077918-1,cross,book,TD
childes/Eng-NA/StoopsMontag/1218192/Owned/01_Grinch_Todd,01_Grinch_Todd,eng,audio,,11312/a-00077914-1,cross,book,TD
childes/Eng-NA/StoopsMontag/1218192/Owned/02_Cutest,02_Cutest,eng,audio,,11312/a-00077915-1,cross,book,TD
childes/Eng-NA/StoopsMontag/1218192/Owned/03_ABC_Chef,03_ABC_Chef,eng,audio,,11312/a-00077916-1,cross,book,TD
childes/Eng-NA/StoopsMontag/12420/New/01_Idea_Idea_Idea,01_Idea_Idea_Idea,eng,audio,,11312/a-00077924-1,cross,book,TD
childes/Eng-NA/StoopsMontag/12420/New/02_Dinosaurs_Stellaluna,02_Dinosaurs_Stellaluna,eng,audio,,11312/a-00077925-1,cross,book,TD
childes/Eng-NA/StoopsMontag/12420/New/03_Dinosaurs,03_Dinosaurs,eng,audio,,11312/a-00077926-1,cross,book,TD
childes/Eng-NA/StoopsMontag/12420/New/04_Dinosaurs_Idea,04_Dinosaurs_Idea,eng,audio,,11312/a-00077927-1,cross,book,TD
childes/Eng-NA/StoopsMontag/12420/New/05_Idea_Stellaluna,05_Idea_Stellaluna,eng,audio,,11312/a-00077928-1,cross,book,TD
childes/Eng-NA/StoopsMontag/12420/Owned/01_Idea_Idea_Stinky_Idea,01_Idea_Idea_Stinky_Idea,eng,audio,,11312/a-00077919-1,cross,book,TD
childes/Eng-NA/StoopsMontag/12420/Owned/02_Dinosaurs_Narwhal,02_Dinosaurs_Narwhal,eng,audio,,11312/a-00077920-1,cross,book,TD
childes/Eng-NA/StoopsMontag/12420/Owned/03_Frosty_Madeline_Wonder_Maine_Woke,03_Frosty_Madeline_Wonder_Maine_Woke,eng,audio,,11312/a-00077921-1,cross,book,TD
childes/Eng-NA/StoopsMontag/12420/Owned/04_Dinosaurs_BabyLlama_Idea_Wright,04_Dinosaurs_BabyLlama_Idea_Wright,eng,audio,,11312/a-00077922-1,cross,book,TD
childes/Eng-NA/StoopsMontag/12420/Owned/05_Lights_Idea_Love_Stellaluna_Bat,05_Lights_Idea_Love_Stellaluna_Bat,eng,audio,,11312/a-00077923-1,cross,book,TD
childes/Eng-NA/StoopsMontag/20120/New/01_Dinosaurs,01_Dinosaurs,eng,audio,,11312/a-00077936-1,cross,book,TD
childes/Eng-NA/StoopsMontag/20120/New/02_Dinosaurs,02_Dinosaurs,eng,audio,,11312/a-00077937-1,cross,book,TD
childes/Eng-NA/StoopsMontag/20120/New/03_Idea_Dinosaurs,03_Idea_Dinosaurs,eng,audio,,11312/a-00077938-1,cross,book,TD
childes/Eng-NA/StoopsMontag/20120/New/04_Idea_Stellaluna,04_Idea_Stellaluna,eng,audio,,11312/a-00077939-1,cross,book,TD
childes/Eng-NA/StoopsMontag/20120/New/05_Places,05_Places,eng,audio,,11312/a-00077940-1,cross,book,TD
childes/Eng-NA/StoopsMontag/20120/Owned/01_Construction,01_Construction,eng,audio,,11312/a-00077929-1,cross,book,TD
childes/Eng-NA/StoopsMontag/20120/Owned/02_DanNight,02_DanNight,eng,audio,,11312/a-00077930-1,cross,book,TD
childes/Eng-NA/StoopsMontag/20120/Owned/03_Caps_Places,03_Caps_Places,eng,audio,,11312/a-00077931-1,cross,book,TD
childes/Eng-NA/StoopsMontag/20120/Owned/04_DanNight_Daniel_Sleepover,04_DanNight_Daniel_Sleepover,eng,audio,,11312/a-00077932-1,cross,book,TD
childes/Eng-NA/StoopsMontag/20120/Owned/05_Planes_Construction,05_Planes_Construction,eng,audio,,11312/a-00077933-1,cross,book,TD
childes/Eng-NA/StoopsMontag/20120/Owned/06_Where_Many_Construction,06_Where_Many_Construction,eng,audio,,11312/a-00077934-1,cross,book,TD
childes/Eng-NA/StoopsMontag/20120/Owned/07_Construction,07_Construction,eng,audio,,11312/a-00077935-1,cross,book,TD
childes/Eng-NA/StoopsMontag/20820/New/01_Dinosaurs,01_Dinosaurs,eng,audio,,11312/a-00077944-1,cross,book,TD
childes/Eng-NA/StoopsMontag/20820/New/02_Idea,02_Idea,eng,audio,,11312/a-00077945-1,cross,book,TD
childes/Eng-NA/StoopsMontag/20820/New/03_Places,03_Places,eng,audio,,11312/a-00077946-1,cross,book,TD
childes/Eng-NA/StoopsMontag/20820/Owned/01_Peter,01_Peter,eng,audio,,11312/a-00077941-1,cross,book,TD
childes/Eng-NA/StoopsMontag/20820/Owned/02_Zaccheus,02_Zaccheus,eng,audio,,11312/a-00077942-1,cross,book,TD
childes/Eng-NA/StoopsMontag/20820/Owned/03_Ghost,03_Ghost,eng,audio,,11312/a-00077943-1,cross,book,TD
childes/Eng-NA/StoopsMontag/218201/New/01_Idea_Dinosaurs,01_Idea_Dinosaurs,eng,audio,,11312/a-00077951-1,cross,book,TD
childes/Eng-NA/StoopsMontag/218201/New/02_Idea_Dinosaurs,02_Idea_Dinosaurs,eng,audio,,11312/a-00077952-1,cross,book,TD
childes/Eng-NA/StoopsMontag/218201/New/03_Places,03_Places,eng,audio,,11312/a-00077953-1,cross,book,TD
childes/Eng-NA/StoopsMontag/218201/New/04_Idea_Dinosaurs_Places,04_Idea_Dinosaurs_Places,eng,audio,,11312/a-00077954-1,cross,book,TD
childes/Eng-NA/StoopsMontag/218201/Owned/01_Owl_Idea_Dinosaurs,01_Owl_Idea_Dinosaurs,eng,audio,,11312/a-00077947-1,cross,book,TD
childes/Eng-NA/StoopsMontag/218201/Owned/02_Hide,02_Hide,eng,audio,,11312/a-00077948-1,cross,book,TD
childes/Eng-NA/StoopsMontag/218201/Owned/02_Pig,02_Pig,eng,audio,,11312/a-00077949-1,cross,book,TD
childes/Eng-NA/StoopsMontag/218201/Owned/03_Market,03_Market,eng,audio,,11312/a-00077950-1,cross,book,TD
childes/Eng-NA/StoopsMontag/218202/New/01_Idea,01_Idea,eng,audio,,11312/a-00077967-1,cross,book,TD
childes/Eng-NA/StoopsMontag/218202/New/02_Places,02_Places,eng,audio,,11312/a-00077968-1,cross,book,TD
childes/Eng-NA/StoopsMontag/218202/New/03_Stellaluna,03_Stellaluna,eng,audio,,11312/a-00077969-1,cross,book,TD
childes/Eng-NA/StoopsMontag/218202/Owned/01_Holly,01_Holly,eng,audio,,11312/a-00077955-1,cross,book,TD
childes/Eng-NA/StoopsMontag/218202/Owned/01_Library,01_Library,eng,audio,,11312/a-00077956-1,cross,book,TD
childes/Eng-NA/StoopsMontag/218202/Owned/01_Max,01_Max,eng,audio,,11312/a-00077957-1,cross,book,TD
